Point Size, Line Height, Baseline
53, 34, 0
53, 35, 0
53, 36, 0
53, 37, 0
53, 38, 0
53, 39, 0
53, 40, 0
53, 41, 0
53, 42, 0
53, 43, 1
53, 44, 1
53, 45, 2
53, 46, 2
53, 47, 3
53, 48, 3
53, 49, 4
53, 50, 4
54, 10, 0
54, 11, 0
54, 12, 0
54, 13, 0
54, 14, 0
54, 15, 0
54, 16, 0
54, 17, 0
54, 18, 0
54, 19, 0
54, 20, 0
54, 21, 0
54, 22, 0
54, 23, 0
54, 24, 0
54, 25, 0
54, 26, 0
54, 27, 0
54, 28, 0
54, 29, 0
54, 30, 0
54, 31, 0
54, 32, 0
54, 33, 0
54, 34, 0
54, 35, 0
54, 36, 0
54, 37, 0
54, 38, 0
54, 39, 0
54, 40, 0
54, 41, 0
54, 42, 0
54, 43, 1
54, 44, 1
54, 45, 2
54, 46, 2
54, 47, 3
54, 48, 3
54, 49, 4
54, 50, 4
55, 10, 0
55, 11, 0
55, 12, 0
55, 13, 0
55, 14, 0
55, 15, 0
55, 16, 0
55, 17, 0
55, 18, 0
55, 19, 0
55, 20, 0
55, 21, 0
55, 22, 0
55, 23, 0
55, 24, 0
55, 25, 0
55, 26, 0
55, 27, 0
55, 28, 0
55, 29, 0
55, 30, 0
55, 31, 0
55, 32, 0
55, 33, 0
55, 34, 0
55, 35, 0
55, 36, 0
55, 37, 0
55, 38, 0
55, 39, 0
55, 40, 0
55, 41, 0
55, 42, 0
55, 43, 0
55, 44, 1
55, 45, 1
55, 46, 2
55, 47, 2
55, 48, 3
55, 49, 3
55, 50, 4
56, 10, 0
56, 11, 0
56, 12, 0
56, 13, 0
56, 14, 0
56, 15, 0
56, 16, 0
56, 17, 0
56, 18, 0
56, 19, 0
56, 20, 0
56, 21, 0
56, 22, 0
56, 23, 0
56, 24, 0
56, 25, 0
56, 26, 0
56, 27, 0
56, 28, 0
56, 29, 0
56, 30, 0
56, 31, 0
56, 32, 0
56, 33, 0
56, 34, 0
56, 35, 0
56, 36, 0
56, 37, 0
56, 38, 0
56, 39, 0
56, 40, 0
56, 41, 0
56, 42, 0
56, 43, 0
56, 44, 0
56, 45, 1
56, 46, 1
56, 47, 2
56, 48, 2
56, 49, 3
56, 50, 3
57, 10, 0
57, 11, 0
57, 12, 0
57, 13, 0
57, 14, 0
57, 15, 0
57, 16, 0
57, 17, 0
57, 18, 0
57, 19, 0
57, 20, 0
57, 21, 0
57, 22, 0
57, 23, 0
57, 24, 0
57, 25, 0
57, 26, 0
57, 27, 0
57, 28, 0
57, 29, 0
57, 30, 0
57, 31, 0
57, 32, 0
57, 33, 0
57, 34, 0
57, 35, 0
57, 36, 0
57, 37, 0
57, 38, 0
57, 39, 0
57, 40, 0
57, 41, 0
57, 42, 0
57, 43, 0
57, 44, 0
57, 45, 0
57, 46, 1
57, 47, 1
57, 48, 2
57, 49, 2
57, 50, 3
58, 10, 0
58, 11, 0
58, 12, 0
58, 13, 0
58, 14, 0
58, 15, 0
58, 16, 0
58, 17, 0
58, 18, 0
58, 19, 0
58, 20, 0
58, 21, 0
58, 22, 0
58, 23, 0
58, 24, 0
58, 25, 0
58, 26, 0
58, 27, 0
58, 28, 0
58, 29, 0
58, 30, 0
58, 31, 0
58, 32, 0
58, 33, 0
58, 34, 0
58, 35, 0
58, 36, 0
58, 37, 0
58, 38, 0
58, 39, 0
58, 40, 0
58, 41, 0
58, 42, 0
58, 43, 0
58, 44, 0
58, 45, 0
58, 46, 1
58, 47, 1
58, 48, 2
58, 49, 2
58, 50, 3
59, 10, 0
59, 11, 0
59, 12, 0
59, 13, 0
59, 14, 0
59, 15, 0
59, 16, 0
59, 17, 0
59, 18, 0
59, 19, 0
59, 20, 0
59, 21, 0
59, 22, 0
59, 23, 0
59, 24, 0
59, 25, 0
59, 26, 0
59, 27, 0
59, 28, 0
59, 29, 0
59, 30, 0
59, 31, 0
59, 32, 0
59, 33, 0
59, 34, 0
59, 35, 0
59, 36, 0
59, 37, 0
59, 38, 0
59, 39, 0
59, 40, 0
59, 41, 0
59, 42, 0
59, 43, 0
59, 44, 0
59, 45, 0
59, 46, 0
59, 47, 1
59, 48, 1
59, 49, 2
59, 50, 2
60, 10, 0
60, 11, 0
60, 12, 0
60, 13, 0
60, 14, 0
60, 15, 0
60, 16, 0
60, 17, 0
60, 18, 0
60, 19, 0
60, 20, 0
60, 21, 0
60, 22, 0
60, 23, 0
60, 24, 0
60, 25, 0
60, 26, 0
60, 27, 0
60, 28, 0
60, 29, 0
60, 30, 0
60, 31, 0
60, 32, 0
60, 33, 0
60, 34, 0
60, 35, 0
60, 36, 0
60, 37, 0
60, 38, 0
60, 39, 0
60, 40, 0
60, 41, 0
60, 42, 0
60, 43, 0
60, 44, 0
60, 45, 0
60, 46, 0
60, 47, 0
60, 48, 1
60, 49, 1
60, 50, 2
